,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
366,366,2,0.995199978,"loan, process, time, closing, u, read, mortgage, rate, great, would","['put', 'offer', 'home', 'realtor', 'susan', 'lyon', 'napa', 'familiar', 'either', 'pacific', 'beneficial', 'alex', 'jocovic', 'asked', 'u', 'sure', 'using', 'mortgage', 'company', 'southern', 'ca', 'north', 'selling', 'realtor', 'tried', 'pushing', 'u', 'use', 'local', 'lender…', 'initial', 'conversation', 'alex', 'knew', 'broker', 'wanted', 'work', 'wife', 'agreed', 'refused', 'switch', 'local', 'lender', 'happy', 'alex', 'went', 'beyond', 'get', 'thing', 'done', 'u', 'available', 'way', 'normal', 'business', 'hour', 'morning', 'night', 'well', 'including', 'weekend', 'purchase', 'progressed', 'susan', '’', 'caution', 'changed', 'admiration', 'complimented', 'alex', 'pacific', 'beneficial', 'u', 'several', 'occasion', 'professionalism', 'responsiveness', 'commented', 'easy', 'making', 'thing', 'loan', 'side', 'end', 'position', 'close', 'full', 'week', 'early', 'due', 'hard', 'work', 'alex', 'team', 'put', 'came', 'closing', 'sitting', 'sign', 'necessary', 'paperwork', 'escrow', 'officer', 'commented', '“', 'great', 'rate', 'must', 'friend', 'mortgage', 'company', '”', 'well', '’', 'like', 'realtor', 'heard', 'alex', 'pacific', 'beneficial', 'loan', 'search', 'however', 'feel', 'friend', 'mortgage', 'company', 'thank', 'much', 'alex', 'company', 'made', 'daunting', 'task', 'seem', 'easy', 'everything', 'went', 'without', 'glitch', 'start', 'finish', 'certainly', 'recommending', 'friend', 'realtor', 'look', 'forward', 'using', 'company', 'future', 'refinancing', 'home', 'purchase', 'future', 'read']"
367,367,1,0.751699984,"loan, process, would, u, read, recommend, home, mortgage, team, time","['friendly', 'efficient']"
368,368,0,0.98119998,"would, work, time, loan, home, process, read, great, lender, rate","['ten', 'year', 'since', 'bought', 'house', 'little', 'nervous', 'could', 'afford', 'time', 'around', 'going', 'process', 'adam', 'couldnt', 'better', 'work', 'great', 'communicating', 'making', 'feel', 'ease', 'got', 'u', 'best', 'rate', 'dream', 'work', 'completely', 'took', 'anxiety', 'home', 'buying', 'regret', 'using', 'knowledgeable', 'tell', 'really', 'care', 'read']"
369,369,1,0.987399995,"loan, process, would, u, read, recommend, home, mortgage, team, time","['going', 'break', 'year', 'relationship', 'thing', 'hard', 'im', 'trying', 'find', 'way', 'forward', 'delt', 'several', 'pushy', 'finace', 'company', 'didnt', 'like', 'came', 'accross', 'bryan', 'man', 'amazing', 'answered', 'question', 'kept', 'loop', 'emailed', 'anything', 'asked', 'top', 'listened', 'woe', 'current', 'relationship', 'little', 'bit', 'compassion', 'humanity', 'decided', 'deal', 'bryan', 'everything', 'went', 'smooth', 'im', 'going', 'bring', 'mother', 'bryan', 'get', 'refi', 'done', 'would', 'use', 'company', 'future', 'thanks', 'bryan', 'read']"
370,370,1,0.90140003,"loan, process, would, u, read, recommend, home, mortgage, team, time","['jason', 'bean', 'june', 'lee', 'honest', 'responsive']"
371,371,1,0.926699996,"loan, process, would, u, read, recommend, home, mortgage, team, time","['loan', 'officer', 'team', 'amazing', 'helped', 'u', 'every', 'step', 'way']"
372,372,1,0.977800012,"loan, process, would, u, read, recommend, home, mortgage, team, time","['team', 'guaranteed', 'rate', 'took', 'complicated', 'tax', 'return', 'situation', 'smoothly', 'sailed', 'usually', 'horrible', 'mortgage', 'process', 'tremendous', 'team', 'made', 'quick', 'clean', 'painless', 'got', 'fantastic', 'low', 'rate', 'easy', 'loan', 'else', 'ask', 'thank', 'michelle', 'rest', 'team', 'best']"
373,373,1,0.97299999,"loan, process, would, u, read, recommend, home, mortgage, team, time","['vanessa', 'word', 'fantastic', 'every', 'step', 'way', 'perfect', 'balance', 'professionalism', 'enthusiasm', 'always', 'quick', 'respond', 'respond', 'question', 'even', 'importantly', 'answer', 'always', 'right', 'check', 'mortgage', 'company', 'representative', 'couldnt', 'hold', 'candle', 'read']"
374,374,1,0.958500028,"loan, process, would, u, read, recommend, home, mortgage, team, time","['fast', 'easy', 'leave', 'comfort', 'home', 'steven', 'shatz', 'friendly', 'helped', 'u', 'every', 'turn', 'would', 'recommended', 'everyone', 'need', 'financing', 'go', 'company']"
375,375,0,0.621800005,"would, work, time, loan, home, process, read, great, lender, rate","['friend', 'mine', 'told', 'refinanced', 'house', 'unbelievable', 'interest', 'rate', 'wanted', 'find', 'rate', 'market', 'little', 'skeptical', 'online', 'process', 'finding', 'mortgage', 'refinancing', 'work', 'joe', 'dilucchio', 'guaranteed', 'rate', 'fantastic', 'deal', 'super', 'helpful', 'friendly', 'ensured', 'answered', 'question', 'ensure', 'werent', 'wasting', 'others', 'time', 'joe', 'provided', 'different', 'type', 'option', 'patiently', 'explained', 'went', 'pro', 'con', 'importantly', 'didnt', 'try', 'sell', 'anything', 'met', 'enough', 'folk', 'try', 'force', 'option', 'want', 'buy', 'joes', 'attitude', 'building', 'relationship', 'instead', 'selling', 'deal', 'really', 'resonated', 'certainly', 'recommend', 'joe', 'anyone', 'interested', 'financing', 'refinancing', 'option', 'certainly', 'reach', 'financing', 'need', 'future', 'read']"
376,376,2,0.961700022,"loan, process, time, closing, u, read, mortgage, rate, great, would","['worked', 'jon', 'barrett', 'processing', 'refinance', 'loan', 'quick', 'issue', 'free', 'process', 'appreciated', 'jon', 'kept', 'u', 'date', 'whole', 'process', 'explaining', 'process', 'went']"
377,377,0,0.960399985,"would, work, time, loan, home, process, read, great, lender, rate","['peter', 'team', 'great', 'work', 'professional', 'prompt', 'response', 'answered', 'question', 'somehow', 'got', 'u', 'closing', 'time', 'despite', 'various', 'roadblock', 'encountered']"
